date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:01:50	132/132	---MC-	302	error ('Found')	text/html	date:Sat,%2029%20Oct%202022%2000:01:50%20GMT	https://www.friendlymailer.com/account	/home/glenxo/websites/friendlymailer.com/www.friendlymailer.com/account	(from https://www.friendlymailer.com/collections/mailers)
19:01:52	199636/199636	---MCZ	200	added ('OK')	text/html	etag:cacheable:95306c112c57620f6d251d76b22b68a3	https://www.friendlymailer.com/collections/mailers/products/plant-based-compostable-mailers	/home/glenxo/websites/friendlymailer.com/www.friendlymailer.com/collections/mailers/products/plant-based-compostable-mailers.html	(from https://www.friendlymailer.com/collections/mailers)
19:01:53	181497/181497	---MCZ	200	added ('OK')	text/html	etag:cacheable:9b3b770cf3f3cc9b445f9c02403110a6	https://www.friendlymailer.com/collections/mailers/products/biodegradable-friendly-tape	/home/glenxo/websites/friendlymailer.com/www.friendlymailer.com/collections/mailers/products/biodegradable-friendly-tape.html	(from https://www.friendlymailer.com/collections/mailers)
19:01:54	202328/202328	---MCZ	200	added ('OK')	text/html	etag:cacheable:4a6740ba8004171bb8bf1d4523de759d	https://www.friendlymailer.com/collections/mailers/products/bubble-biodegradable-mailers	/home/glenxo/websites/friendlymailer.com/www.friendlymailer.com/collections/mailers/products/bubble-biodegradable-mailers.html	(from https://www.friendlymailer.com/collections/mailers)
19:01:55	209979/209979	---MCZ	200	added ('OK')	text/html	etag:cacheable:866745b91c7fe0d8b3883ad7cdb7fc93	https://www.friendlymailer.com/collections/mailers/products/eco-friendly-biodegradable-mailers-v4-white	/home/glenxo/websites/friendlymailer.com/www.friendlymailer.com/collections/mailers/products/eco-friendly-biodegradable-mailers-v4-white.html	(from https://www.friendlymailer.com/collections/mailers)
19:01:56	199687/199687	---MCZ	200	added ('OK')	text/html	etag:cacheable:86c41177d9770edd2db6027ceb398681	https://www.friendlymailer.com/collections/mailers/products/eco-friendly-biodegradable-mailers-black	/home/glenxo/websites/friendlymailer.com/www.friendlymailer.com/collections/mailers/products/eco-friendly-biodegradable-mailers-black.html	(from https://www.friendlymailer.com/collections/mailers)
19:01:57	199184/199184	---MCZ	200	added ('OK')	text/html	etag:cacheable:50dbd9dc88a1f84c4009df31305b6dcf	https://www.friendlymailer.com/collections/mailers/products/eco-friendly-biodegradable-mailers-blue	/home/glenxo/websites/friendlymailer.com/www.friendlymailer.com/collections/mailers/products/eco-friendly-biodegradable-mailers-blue.html	(from https://www.friendlymailer.com/collections/mailers)
19:01:57	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2029%20Oct%202022%2000:01:57%20GMT	https://www.friendlymailer.com/checkout	/home/glenxo/websites/friendlymailer.com/www.friendlymailer.com/checkout	(from https://www.friendlymailer.com/collections/mailers)
19:01:58	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2029%20Oct%202022%2000:01:58%20GMT	https://www.friendlymailer.com/checkouts/c/1c355cbd676b31770f2d5b51528de802	/home/glenxo/websites/friendlymailer.com/www.friendlymailer.com/checkouts/c/1c355cbd676b31770f2d5b51528de802	(from https://www.friendlymailer.com/collections/mailers)
19:02:00	28754/28754	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:cce2f397b150576099abc1ed6db83477	https://www.friendlymailer.com/collections/customize-it.atom	/home/glenxo/websites/friendlymailer.com/www.friendlymailer.com/collections/customize-it.atom	(from https://www.friendlymailer.com/collections/customize-it)
